CustomerID,Monthly Charges,Total Charges,Payment Method,Paperless Billing,CLTV
0877-SDMBN,103.95,5639.05,Bank transfer (automatic),Yes,6117
8065-YKXKD,74.75,799.65,Electronic check,Yes,5578
9637-EIHEQ,50.8,50.8,Electronic check,Yes,4535
9689-PTNPG,80.25,144.55,Electronic check,Yes,5055
9465-RWMXL,78.9,2447.95,Electronic check,Yes,5949
2362-IBOOY,84.75,3050.15,Electronic check,Yes,5272
0843-WTBXE,85.45,4517.25,Bank transfer (automatic),No,4753
5515-IDEJJ,19.9,19.9,Mailed check,No,5441
7450-NWRTR,99.45,1200.15,Electronic check,Yes,2819
5376-DEQCP,70.6,70.6,Electronic check,Yes,4063
9095-HFAFX,81.0,389.6,Credit card (automatic),Yes,3718
2379-ENZGV,84.85,523.5,Electronic check,Yes,3420
6005-OBZPH,89.15,2277.65,Electronic check,Yes,4074
7932-WPTDS,24.8,24.8,Electronic check,Yes,5377
2722-VOJQL,105.65,6903.1,Credit card (automatic),Yes,4870
5228-EXCET,80.85,1008.7,Electronic check,Yes,5964
7394-FKDNK,89.45,853.1,Electronic check,No,4971
6331-LWDTQ,72.15,794.25,Credit card (automatic),Yes,2457
1597-FZREH,76.4,160.8,Electronic check,No,3005
7000-WCEVQ,61.6,1174.35,Mailed check,Yes,3866
0727-IWKVK,79.9,741.7,Electronic check,Yes,4748
5959-BELXA,96.15,3019.25,Credit card (automatic),Yes,2246
3512-IZIKN,65.3,4759.75,Credit card (automatic),No,5591
6141-OOXUQ,19.65,19.65,Mailed check,No,5717
7503-ZGUZJ,84.65,84.65,Mailed check,Yes,4261
2506-TNFCO,69.55,69.55,Electronic check,Yes,5948
8718-PTMEZ,31.05,347.25,Electronic check,Yes,5131
2207-OBZNX,51.0,354.05,Mailed check,Yes,3736
6142-VSJQO,44.35,44.35,Bank transfer (automatic),Yes,4599
6437-UKHMV,79.7,586.05,Electronic check,Yes,3109
1114-CENIM,55.0,3092.65,Credit card (automatic),Yes,5282
6060-DRTNL,84.85,415.55,Mailed check,Yes,3305
8473-VUVJN,73.65,73.65,Electronic check,Yes,5443
6289-CPNLD,73.9,2405.05,Mailed check,Yes,5374
5536-SLHPM,77.75,4458.15,Electronic check,Yes,4398
0196-VULGZ,84.35,474.9,Electronic check,Yes,5721
8837-VVWLQ,84.95,668.4,Electronic check,No,4437
2696-NARTR,73.85,926.25,Electronic check,Yes,3634
7614-QVWQL,51.8,2541.25,Bank transfer (automatic),Yes,5375
1976-CFOCS,46.0,46,Electronic check,No,4531
4631-OACRM,79.4,1156.1,Electronic check,Yes,3621
3755-JBMNH,71.8,1167.8,Bank transfer (automatic),Yes,3327
6345-ULYRW,88.4,3912.9,Mailed check,No,2674
1809-DMJHQ,46.0,221.7,Mailed check,No,4846
6923-EFPNL,51.75,201.1,Credit card (automatic),No,3865
9574-RKJIF,94.4,2838.7,Electronic check,Yes,2792
2619-WFQWU,70.15,70.15,Mailed check,Yes,3208
0778-NELLA,34.7,296.1,Credit card (automatic),Yes,5352
4614-NUVZD,81.1,81.1,Electronic check,Yes,2075
3803-KMQFW,20.55,20.55,Mailed check,No,3797
6804-GDMOI,106.6,6428.4,Electronic check,Yes,4183
9572-MTILT,106.75,6252.9,Electronic check,Yes,4508
9611-CTWIH,89.45,240.45,Electronic check,Yes,3591
0329-GTIAJ,97.9,315.3,Electronic check,Yes,4330
6629-CZTTH,55.7,55.7,Mailed check,Yes,4629
5364-EVNIB,79.8,973.45,Electronic check,Yes,5067
5087-SUURX,39.05,669.85,Electronic check,Yes,2601
0013-EXCHZ,83.9,267.4,Mailed check,Yes,3464
5550-VFRLC,69.85,69.85,Electronic check,Yes,5056
4929-BSTRX,53.55,53.55,Mailed check,Yes,2326
2225-ZRGSG,93.9,6579.05,Bank transfer (automatic),No,6173
5271-YNWVR,113.15,7856,Electronic check,Yes,4610
2657-ALMWY,84.95,2169.75,Electronic check,No,4316
6330-JKLPC,80.5,896.9,Bank transfer (automatic),Yes,5119
4667-OHGKG,19.3,19.3,Mailed check,Yes,4266
1660-HSOOQ,49.65,49.65,Mailed check,Yes,5338
7253-UVNDW,54.35,2460.15,Credit card (automatic),No,2793
7228-OMTPN,88.45,370.65,Electronic check,Yes,2456
6284-AHOOQ,90.5,1910.6,Bank transfer (automatic),Yes,5014
2344-JMOGN,94.85,890.6,Mailed check,Yes,3016
3799-ISUZQ,69.95,529.5,Bank transfer (automatic),Yes,3296
1794-HBQTJ,48.6,48.6,Credit card (automatic),Yes,4207
2460-FPSYH,55.8,2109.35,Electronic check,Yes,4272
4818-DRBQT,80.15,2265.25,Bank transfer (automatic),Yes,5189
1320-HTRDR,75.5,220.6,Electronic check,Yes,5948
1493-AMTIE,20.2,20.2,Bank transfer (automatic),Yes,5394
6424-ELEYH,74.75,229.5,Credit card (automatic),Yes,3972
4391-RESHN,104.05,2470.1,Mailed check,Yes,5963
6821-BUXUX,96.65,1244.5,Electronic check,Yes,2110
5028-HTLJB,20.05,20.05,Mailed check,No,3491
9801-GDWGV,103.45,3994.45,Electronic check,Yes,4811
2320-JRSDE,19.9,19.9,Electronic check,Yes,4633
0601-WZHJF,46.35,667.7,Electronic check,No,5360
5143-WMWOG,19.95,19.95,Electronic check,No,2051
5393-RXQSZ,79.6,79.6,Electronic check,No,2199
0231-LXVAP,75.9,75.9,Electronic check,Yes,3389
9444-JTXHZ,76.2,76.2,Electronic check,No,5973
5510-BOIUJ,19.25,19.25,Mailed check,No,5437
4471-KXAUH,84.3,3588.4,Electronic check,Yes,2514
7638-QVMVY,79.0,522.95,Electronic check,Yes,3735
3244-DCJWY,70.25,70.25,Electronic check,Yes,4133
0875-CABNR,84.6,865.55,Credit card (automatic),Yes,3320
7812-FZHPE,24.1,409.9,Mailed check,No,4648
4797-AXPXK,60.0,60,Electronic check,Yes,4531
5229-PRWKT,86.55,649.65,Electronic check,Yes,4193
6982-UQZLY,20.85,20.85,Mailed check,Yes,3817
5057-LCOUI,50.75,2011.4,Electronic check,Yes,4119
0193-ESZXP,105.5,6205.5,Credit card (automatic),Yes,5067
4369-HTUIF,85.15,503.6,Bank transfer (automatic),Yes,5831
0156-FVPTA,54.2,1152.7,Electronic check,Yes,5102
1984-FCOWB,109.5,7674.55,Electronic check,Yes,4191
0654-HMSHN,104.4,2157.95,Electronic check,No,3796
5287-QWLKY,105.1,7548.1,Credit card (automatic),Yes,5725
5196-SGOAK,75.7,75.7,Electronic check,Yes,4884
1891-UAWWU,90.8,1951,Electronic check,No,2312
6108-OQZDQ,97.95,384.5,Electronic check,Yes,2570
0363-QJVFX,108.15,3432.9,Credit card (automatic),Yes,2541
9840-DVNDC,80.5,463.05,Credit card (automatic),Yes,2181
3096-JRDSO,104.3,2867.75,Bank transfer (automatic),Yes,3444
8042-JVNFH,71.35,71.35,Mailed check,Yes,5730
3374-LXDEV,89.4,1132.35,Electronic check,No,2226
5049-GLYVG,20.6,20.6,Mailed check,No,3618
5883-GTGVD,99.95,1931.75,Electronic check,Yes,3670
4817-QRJSX,81.0,818.05,Credit card (automatic),Yes,2946
2398-YPMUR,70.15,916.75,Electronic check,Yes,5101
9985-MWVIX,70.15,70.15,Mailed check,Yes,5773
1265-XTECC,96.55,6581.9,Credit card (automatic),Yes,5957
2237-ZFSMY,95.55,3692.85,Electronic check,Yes,2767
4871-JTKJF,69.65,69.65,Electronic check,Yes,4741
1415-YFWLT,89.3,89.3,Electronic check,Yes,3067
6711-VTNRE,87.55,3078.1,Electronic check,Yes,2558
3500-RMZLT,96.3,1426.75,Mailed check,Yes,2933
4548-SDBKE,85.2,474.8,Electronic check,Yes,4109
8066-POXGX,35.1,446.1,Electronic check,Yes,3104
4143-OOBWZ,81.3,416.3,Electronic check,Yes,3819
7854-EKTJL,19.6,35.85,Electronic check,Yes,2843
9102-IAYHT,85.45,1451.6,Electronic check,Yes,3670
3422-LYEPQ,71.0,71,Electronic check,Yes,4207
2642-DTVCO,85.05,746.5,Electronic check,Yes,5095
4361-JEIVL,44.4,44.4,Electronic check,Yes,4067
1363-TXLSL,70.3,70.3,Electronic check,Yes,4962
9507-EXLTT,79.35,79.35,Bank transfer (automatic),Yes,3492
9846-GKXAS,90.8,809.75,Bank transfer (automatic),Yes,2578
6017-PPLPX,70.45,1470.95,Electronic check,Yes,4773
7136-RVDTZ,45.25,3264.45,Electronic check,Yes,5824
4581-SSPWD,75.8,246.3,Electronic check,Yes,5475
6927-WTFIV,71.3,1389.2,Credit card (automatic),No,3684
3398-ZOUAA,69.1,1474.75,Electronic check,Yes,3853
0378-NHQXU,88.25,1460.65,Electronic check,No,4041
4512-ZUIYL,70.0,153.05,Bank transfer (automatic),No,2928
7969-AULMZ,97.35,2119.5,Electronic check,Yes,4321
0568-ONFPC,25.9,135,Bank transfer (automatic),Yes,2102
0733-VUNUW,55.65,1400.55,Bank transfer (automatic),Yes,4126
4550-EVXNY,69.65,69.65,Electronic check,Yes,2418
2968-SSGAA,100.6,1060.2,Electronic check,Yes,4001
4844-JJWUY,86.0,86,Electronic check,Yes,5359
6777-TGHTM,106.95,5785.5,Credit card (automatic),Yes,5550
3538-WZPHD,29.6,79.45,Electronic check,Yes,2734
4785-QRJHC,59.9,2816.65,Bank transfer (automatic),Yes,4011
8610-WFCJF,95.6,4783.5,Electronic check,Yes,5732
4905-JEFDW,41.6,470.6,Electronic check,Yes,3119
7881-INRLC,100.85,4740,Credit card (automatic),Yes,4898
0117-LFRMW,40.2,1448.8,Bank transfer (automatic),No,3627
6172-FECYY,84.5,4254.85,Electronic check,No,4639
1965-AKTSX,78.95,1101.85,Electronic check,Yes,5203
4786-UKSNZ,20.2,20.2,Mailed check,No,5418
7248-VZQLC,85.2,3969.35,Bank transfer (automatic),Yes,4661
0011-IGKFF,98.0,1237.85,Electronic check,Yes,3714
4192-GORJT,94.45,498.1,Electronic check,Yes,4580
6496-SLWHQ,105.0,294.45,Electronic check,Yes,5960
9912-GVSEQ,93.85,2381.55,Electronic check,Yes,2591
5383-MMTWC,84.0,613.4,Electronic check,Yes,4819
7240-ETPTR,48.75,442.2,Electronic check,Yes,4359
2202-CUYXZ,84.85,84.85,Electronic check,Yes,3086
5995-OIGLP,56.65,654.85,Mailed check,No,3043
6261-RCVNS,73.9,3160.55,Credit card (automatic),No,2774
7951-QKZPL,24.5,740.3,Mailed check,Yes,5194
3640-PHQXK,89.9,2806.9,Electronic check,Yes,2031
6877-LGWXO,78.55,1422.65,Electronic check,No,3521
8019-ENHXU,99.45,4138.05,Electronic check,Yes,4624
5167-GBFRE,25.2,102.5,Bank transfer (automatic),Yes,4694
9033-EOXWV,74.05,872.65,Mailed check,No,4149
1324-NLTJE,55.0,757.1,Credit card (automatic),No,3167
1522-VVDMG,89.75,608.8,Electronic check,Yes,3807
9185-TQCVP,85.15,1139.2,Electronic check,Yes,4550
5567-WSELE,94.6,279.55,Electronic check,Yes,3019
8063-RJYNF,94.25,1483.25,Electronic check,Yes,2827
0687-ZVTHB,72.45,4653.85,Credit card (automatic),No,4415
9661-ACXBS,105.2,4400.75,Electronic check,Yes,2317
3727-RJMEO,82.85,460.25,Electronic check,Yes,4458
6646-VRFOL,103.85,5485.5,Electronic check,Yes,5860
5685-IIXLY,83.6,404.2,Electronic check,Yes,4565
4250-ZBWLV,108.45,7176.55,Electronic check,No,4454
5095-AESKG,91.5,242.95,Credit card (automatic),Yes,5646
1871-MOWRM,80.85,866.45,Bank transfer (automatic),No,4306
2027-OAQQC,49.05,2076.2,Bank transfer (automatic),Yes,4044
9090-SGQXL,105.3,7299.65,Electronic check,Yes,6284
6595-YGXIT,88.95,2291.2,Electronic check,Yes,3878
9835-ZIITK,110.85,7491.75,Electronic check,Yes,4281
1555-DJEQW,114.2,7723.9,Bank transfer (automatic),Yes,5947
5649-TJHOV,36.5,1032,Bank transfer (automatic),No,4564
0519-XUZJU,70.75,70.75,Mailed check,No,3963
6338-AVWCY,40.15,130.75,Mailed check,Yes,4710
9253-QXKBE,94.45,2653.65,Electronic check,Yes,2233
9445-SZLCH,97.35,3457.9,Bank transfer (automatic),Yes,4544
7568-PODML,45.3,45.3,Mailed check,Yes,4954
5349-IECLD,94.95,178.1,Electronic check,No,4493
3945-GFWQL,44.55,480.6,Electronic check,Yes,4162
3797-VTIDR,23.45,23.45,Electronic check,Yes,4517
9526-BIHHD,29.7,29.7,Mailed check,No,3383
4523-WXCEF,101.1,6039.9,Electronic check,No,4160
8364-TRMMK,50.65,151.3,Mailed check,Yes,2876
3063-QFSZL,55.4,55.4,Electronic check,Yes,2294
8775-LHDJH,90.6,90.6,Electronic check,Yes,2905
3097-NQYSN,86.85,156.35,Mailed check,Yes,5204
3565-UNOCC,99.05,2952.85,Bank transfer (automatic),Yes,3179
9249-FXSCK,111.25,5916.45,Credit card (automatic),Yes,4861
5493-SDRDQ,55.1,113.35,Mailed check,Yes,4235
0871-URUWO,102.25,1359,Credit card (automatic),Yes,2003
9190-MFJLN,95.9,1777.9,Credit card (automatic),Yes,2851
1095-JUDTC,95.05,4504.55,Electronic check,Yes,5214
0870-VEMYL,53.85,259.8,Credit card (automatic),No,5435
5385-SUIRI,104.2,5568.35,Electronic check,Yes,5648
3982-XWFZQ,50.25,2203.65,Electronic check,Yes,4873
4009-ALQFH,99.5,2369.05,Electronic check,Yes,5932
3627-FCRDW,71.0,672.55,Electronic check,No,2236
7562-GSUHK,93.2,1573.7,Credit card (automatic),Yes,5497
4903-UYAVB,19.35,126.05,Mailed check,No,3864
6776-TLWOI,19.85,64.55,Mailed check,No,2158
4077-CROMM,104.2,3243.45,Electronic check,Yes,5000
2868-MZAGQ,79.25,79.25,Electronic check,Yes,5533
4847-QNOKA,44.9,44.9,Bank transfer (automatic),Yes,2632
6379-RXJRQ,70.1,659.65,Electronic check,Yes,2457
8650-RHRKE,29.65,118.5,Electronic check,Yes,4207
0475-RIJEP,77.85,3365.85,Electronic check,Yes,5107
1260-TTRXI,54.3,195.3,Electronic check,No,5834
6328-ZPBGN,95.15,997.65,Bank transfer (automatic),Yes,4074
4789-KWMXN,110.85,5275.8,Credit card (automatic),Yes,3344
2867-UIMSS,80.5,80.5,Electronic check,No,2734
8111-RKSPX,72.2,305.55,Bank transfer (automatic),Yes,5668
1585-MQSSU,51.5,900.5,Mailed check,No,5659
2856-NNASM,89.55,3856.75,Mailed check,Yes,3802
8559-CIZFV,77.5,1625,Mailed check,No,5353
7547-EKNFS,95.25,3959.35,Bank transfer (automatic),Yes,2075
6769-DYBQN,85.0,3969.4,Electronic check,No,2097
4439-JMPMT,85.75,470.95,Electronic check,Yes,3608
2446-BEGGB,98.25,560.6,Electronic check,Yes,3330
1496-GGSUK,25.7,25.7,Mailed check,Yes,4095
2575-GFSOE,69.0,506.9,Electronic check,Yes,5672
2842-JTCCU,46.05,80.35,Bank transfer (automatic),No,4662
3296-SILRA,76.4,76.4,Mailed check,Yes,2426
9681-OXGVC,100.5,514,Electronic check,Yes,5180
5180-UCIIQ,40.05,880.2,Mailed check,No,2061
7153-OANIO,69.95,69.95,Electronic check,No,5066
6521-YYTYI,93.3,93.3,Electronic check,Yes,2578
8878-HMWBV,49.15,169.05,Electronic check,Yes,5598
3751-KTZEL,35.05,35.05,Mailed check,No,3706
1977-STDKI,73.0,73,Electronic check,Yes,4116
5813-UECBU,83.85,2716.3,Credit card (automatic),Yes,2583
0328-GRPMV,70.1,70.1,Electronic check,Yes,3706
4342-HENTK,70.65,142.35,Electronic check,Yes,2189
4195-SMMNX,20.35,33.2,Mailed check,No,5627
6956-SMUCM,99.0,287.4,Credit card (automatic),Yes,5236
3223-WZWJM,83.95,2254.2,Electronic check,Yes,5869
9053-JZFKV,116.2,7752.3,Credit card (automatic),No,4495
2530-ENDWQ,93.7,6585.35,Bank transfer (automatic),Yes,4296
6615-ZGEDR,19.7,19.7,Mailed check,No,5707
9250-WYPLL,75.55,413.65,Electronic check,No,4600
2754-XBHTB,77.65,714.15,Bank transfer (automatic),Yes,3847
1597-LHYNC,95.0,2497.2,Electronic check,Yes,4232
7055-VKGDA,105.4,5643.4,Credit card (automatic),Yes,4406
0754-UKWQP,95.85,197.7,Electronic check,Yes,3790
7493-TPUWZ,79.15,79.15,Electronic check,Yes,4243
1577-HKTFG,19.65,655.85,Bank transfer (automatic),No,2486
8752-STIVR,79.0,303.15,Electronic check,Yes,2085
4558-FANTW,91.85,1574.45,Electronic check,No,5643
8651-ENBZX,106.0,6441.4,Electronic check,Yes,5507
7623-TRNQN,49.9,49.9,Mailed check,Yes,3113
9330-IJWIO,100.35,1358.85,Electronic check,Yes,2008
9286-DOJGF,74.95,2869.85,Bank transfer (automatic),Yes,5165
9661-MHUMO,49.25,49.25,Credit card (automatic),Yes,4478
1842-EZJMK,103.7,5071.05,Electronic check,No,5897
8079-XRJRS,89.75,5769.6,Electronic check,No,6110
8073-IJDCM,20.3,20.3,Mailed check,Yes,3830
8884-ADFVN,101.95,700.85,Electronic check,Yes,2016
2720-WGKHP,94.0,181.7,Electronic check,Yes,5569
2869-ADAWR,89.3,4016.85,Credit card (automatic),Yes,4880
9894-EZEWG,74.3,74.3,Credit card (automatic),Yes,5996
7851-FLGGQ,44.65,44.65,Mailed check,Yes,3704
0637-UBJRP,84.05,1095.3,Electronic check,No,4745
0940-OUQEC,80.7,788.8,Bank transfer (automatic),Yes,3492
0702-PGIBZ,101.7,364.55,Electronic check,Yes,2777
1963-VAUKV,20.4,20.4,Mailed check,No,3663
3058-HJCUY,102.6,4213.35,Electronic check,Yes,2098
3259-FDWOY,106.0,7723.7,Bank transfer (automatic),Yes,4072
0807-ZABDG,55.1,154.65,Mailed check,Yes,4412
5748-RNCJT,106.5,7348.8,Bank transfer (automatic),Yes,4859
7739-LAXOG,91.05,2954.5,Bank transfer (automatic),Yes,3590
9776-CLUJA,77.5,3807.35,Electronic check,Yes,5748
6034-ZRYCV,54.2,3937.45,Electronic check,Yes,4481
2079-FBMZK,69.25,418.4,Mailed check,Yes,5816
6608-QQLVK,50.5,50.5,Electronic check,Yes,2077
3551-HUAZH,74.4,74.4,Electronic check,Yes,3429
6302-JGYRJ,79.45,2587.7,Mailed check,Yes,2872
3685-YLCMQ,104.65,6219.6,Electronic check,Yes,5411
8634-MPHTR,100.05,4871.05,Electronic check,Yes,5166
8761-NSOBC,100.55,4398.15,Electronic check,No,3486
8413-VONUO,95.65,167.3,Electronic check,No,5332
9223-UCPVT,94.4,94.4,Electronic check,No,5764
4351-QLCSU,55.0,55,Credit card (automatic),Yes,3809
5419-JPRRN,101.45,101.45,Electronic check,Yes,4390
2100-BDNSN,67.95,350.3,Bank transfer (automatic),No,3889
0488-GSLFR,69.5,69.5,Electronic check,Yes,3365
9318-NKNFC,18.85,18.85,Mailed check,Yes,4132
9728-FTTVZ,69.2,69.2,Electronic check,Yes,4073
7254-IQWOZ,69.65,69.65,Electronic check,Yes,5258
2474-BRUCM,101.85,4086.3,Electronic check,No,2837
0742-NXBGR,82.3,82.3,Electronic check,Yes,4278
6110-OHIHY,79.25,267.6,Electronic check,No,4183
5889-LFOLL,84.6,1115.2,Electronic check,Yes,2659
5708-EVONK,93.4,5435.6,Bank transfer (automatic),Yes,5989
8708-XPXHZ,94.2,4186.3,Electronic check,Yes,5458
0616-ATFGB,25.05,25.05,Electronic check,No,2119
7016-BPGEU,25.1,712.85,Credit card (automatic),Yes,2796
6876-ADESB,48.95,48.95,Electronic check,No,3913
1963-SVUCV,45.3,45.3,Electronic check,No,5774
0220-EBGCE,85.85,167.3,Electronic check,Yes,3273
2754-VDLTR,95.2,930.4,Electronic check,No,4922
3190-XFANI,100.6,5069.65,Bank transfer (automatic),Yes,5585
7551-DACSP,55.3,324.25,Mailed check,Yes,3878
7235-NXZCP,74.85,156.4,Mailed check,Yes,5378
0520-FDVVT,102.35,3626.1,Bank transfer (automatic),Yes,2473
1444-VVSGW,115.65,7968.85,Credit card (automatic),No,5563
5712-PTIWW,79.85,152.45,Electronic check,Yes,3280
3315-TOTBP,76.0,1130.85,Mailed check,Yes,4938
6661-HBGWL,104.75,4323.45,Bank transfer (automatic),Yes,2984
1518-VOWAV,74.65,703.55,Electronic check,Yes,5900
5909-ECHUI,56.25,56.25,Electronic check,Yes,3065
1309-BXVOQ,106.1,2249.95,Electronic check,Yes,3584
9317-WZPGV,79.75,159.4,Bank transfer (automatic),Yes,4038
2856-HYAPG,68.65,68.65,Electronic check,No,3052
4488-PSYCG,20.25,327.45,Bank transfer (automatic),No,4327
3621-CEOVK,100.2,1369.8,Electronic check,Yes,3369
6906-ANDWJ,74.9,1107.25,Bank transfer (automatic),Yes,2510
1031-IIDEO,70.85,70.85,Electronic check,Yes,2874
5832-XKAES,69.8,134.7,Credit card (automatic),Yes,2320
4701-AHWMW,54.55,2978.3,Bank transfer (automatic),Yes,6041
9210-IAHGH,70.75,450.8,Credit card (automatic),Yes,2248
0023-XUOPT,94.1,1215.6,Electronic check,No,2973
4592-IWTJI,29.7,91.7,Credit card (automatic),No,2613
7632-MNYOY,110.9,7432.05,Credit card (automatic),No,4389
6518-LGAOV,105.0,4026.4,Electronic check,Yes,2341
7242-QZLXF,25.3,25.3,Electronic check,Yes,5421
4576-CSAJH,55.15,1193.05,Credit card (automatic),Yes,5866
1000-AJSLD,20.1,20.1,Mailed check,Yes,4389
1062-LHZOD,69.9,69.9,Mailed check,Yes,2100
9600-NAXZN,101.4,4528,Electronic check,Yes,3370
6457-USBER,80.8,80.8,Electronic check,Yes,4424
4662-EKDPQ,62.05,118.3,Bank transfer (automatic),No,5344
9248-OJYKK,76.45,76.45,Electronic check,Yes,3763
3398-FSHON,91.3,1094.5,Electronic check,Yes,4703
3319-DWOEP,95.75,573.75,Electronic check,Yes,5750
9259-PACGQ,62.65,2274.9,Electronic check,No,3918
4415-IJZTP,74.5,74.5,Electronic check,Yes,2016
1465-VINDH,102.1,1068.85,Credit card (automatic),Yes,3596
2810-FTLEM,50.15,762.25,Electronic check,Yes,4254
1925-TIBLE,86.5,582.5,Electronic check,Yes,3887
0818-OCPZO,81.45,2122.05,Electronic check,Yes,2571
1447-GIQMR,69.15,69.15,Electronic check,Yes,4179
0872-NXJYS,79.55,723.4,Electronic check,Yes,3246
9412-ARGBX,95.5,4627.85,Mailed check,Yes,2459
1389-CXMLU,91.05,289.1,Electronic check,No,2194
5561-NWEVX,79.2,172.85,Electronic check,No,4225
2737-WFVYW,45.25,85.5,Electronic check,Yes,4566
2272-QAGFO,74.3,1096.25,Electronic check,Yes,5342
9850-OWRHQ,74.1,228,Credit card (automatic),Yes,5657
3768-NLUBH,100.6,5746.15,Electronic check,No,5247
8676-TRMJS,75.0,209.1,Mailed check,No,3190
7359-SSBJK,70.2,4481,Credit card (automatic),Yes,6080
0685-MLYYM,70.75,154.85,Electronic check,No,4407
8182-PNAGI,50.25,593.75,Bank transfer (automatic),No,3624
7957-RYHQD,79.2,3233.85,Credit card (automatic),Yes,3207
2180-DXNEG,96.0,1062.1,Electronic check,Yes,5239
5515-AKOAJ,100.1,5440.9,Electronic check,Yes,5763
8976-OQHGT,56.5,235.1,Mailed check,No,5758
6230-BSUXY,85.0,85,Electronic check,Yes,2650
5294-CDGWY,59.3,3014.65,Electronic check,No,5633
5295-PCJOO,49.4,184.4,Electronic check,Yes,4455
9863-JZAIC,55.0,2010.55,Mailed check,No,2220
7660-HDPJV,69.2,69.2,Electronic check,Yes,2637
7931-PXHFC,62.3,2354.8,Mailed check,Yes,3818
3990-QYKBE,92.5,3473.4,Electronic check,Yes,4127
4919-MOAVT,69.65,220.1,Electronic check,No,2421
3090-HAWSU,111.6,6876.05,Credit card (automatic),Yes,4495
9820-RMCQV,48.55,501,Credit card (automatic),No,4444
7839-QRKXN,20.2,20.2,Mailed check,Yes,4197
5204-QZXPU,39.65,733.35,Electronic check,Yes,2933
4597-ELFTS,24.9,1334,Electronic check,No,5327
8450-JOVAH,56.7,113.55,Mailed check,No,5560
1113-IUJYX,105.95,1348.9,Mailed check,No,5887
9274-CNFMO,74.95,308.7,Electronic check,No,3716
7758-XKCBS,29.7,438.25,Electronic check,Yes,5518
8992-JQYUN,50.35,50.35,Electronic check,Yes,4526
0617-AQNWT,47.85,3147.5,Electronic check,No,6347
2446-PLQVO,70.3,70.3,Electronic check,Yes,4512
3005-NFMTA,98.8,5617.75,Electronic check,Yes,5543
8784-CGILN,99.85,1776.95,Bank transfer (automatic),Yes,3068
5389-FFVKB,80.3,2483.05,Credit card (automatic),Yes,5365
8444-WRIDW,80.45,5224.35,Credit card (automatic),Yes,5011
9451-LPGOO,86.8,620.35,Electronic check,Yes,3780
5868-YWPDW,84.2,519.15,Electronic check,Yes,5834
2025-JKFWI,99.0,1301.7,Mailed check,Yes,3493
4078-SAYYN,100.75,1129.75,Electronic check,Yes,2229
9940-HPQPG,91.75,865.8,Bank transfer (automatic),No,4176
6618-RYATB,79.55,79.55,Mailed check,Yes,5571
9079-YEXQJ,111.1,6014.85,Electronic check,No,5527
2685-SREOM,89.1,2368.4,Electronic check,Yes,4793
0402-CQAJN,101.9,3545.35,Bank transfer (automatic),Yes,4437
6692-UDPJC,91.65,1301,Electronic check,Yes,4304
1273-MTETI,88.85,372.45,Electronic check,Yes,2754
5480-HPRRX,25.3,77.75,Electronic check,No,3542
0295-PPHDO,95.45,95.45,Electronic check,Yes,5962
1195-OIYEJ,91.1,1135.7,Electronic check,Yes,5347
5906-CVLHP,54.15,2319.8,Credit card (automatic),Yes,2761
4501-EQDRN,69.7,69.7,Bank transfer (automatic),No,4620
2990-HWIML,89.5,573.3,Electronic check,Yes,2898
7384-GHBPI,35.15,99.75,Electronic check,Yes,2987
7603-USHJS,73.75,871.4,Credit card (automatic),Yes,2010
7234-FECYN,101.35,780.5,Electronic check,No,5546
5876-HZVZM,55.9,365.35,Credit card (automatic),No,4914
1400-MMYXY,105.9,334.65,Electronic check,Yes,2715
3085-QUOZK,43.95,43.95,Mailed check,No,3238
3926-CUQZX,45.1,45.1,Bank transfer (automatic),Yes,4884
1041-RXHRA,70.25,2868.05,Bank transfer (automatic),No,3407
1750-CSKKM,55.35,449.75,Electronic check,No,2688
7142-HVGBG,103.0,4414.3,Electronic check,Yes,2505
8267-ZNYVZ,103.75,3361.05,Electronic check,Yes,3824
6457-GIRWB,69.35,69.35,Electronic check,Yes,2843
1450-SKCVI,73.85,4092.85,Electronic check,Yes,5276
5570-PTWEH,75.15,216.75,Credit card (automatic),Yes,2270
6502-MJQAE,69.6,69.6,Electronic check,Yes,2072
7693-LCKZL,80.15,385,Electronic check,Yes,5124
0032-PGELS,30.5,30.5,Bank transfer (automatic),No,5171
6797-LNAQX,98.3,6859.5,Bank transfer (automatic),No,4794
6394-MFYNG,107.4,5121.3,Bank transfer (automatic),Yes,4956
1564-NTYXF,82.0,1127.2,Electronic check,Yes,3363
8155-IBNHG,75.4,1747.85,Credit card (automatic),Yes,2325
0886-QGENL,101.25,2754.45,Electronic check,Yes,4853
8739-WWKDU,89.5,2196.15,Electronic check,Yes,4849
8685-WHQPW,74.4,1692.6,Bank transfer (automatic),Yes,2407
4745-LSPLO,20.5,20.5,Mailed check,No,3731
